po_id,supplier_id,product_id,order_date,expected_date,received_date,quantity,unit_cost,delay_days
PO000348,S012,P030,2023-01-01,2023-01-21,2023-01-24,418,92.97,3
PO000349,S006,P034,2023-01-01,2023-01-10,2023-01-10,427,183.88,0
PO000350,S007,P028,2023-01-01,2023-01-10,2023-01-10,195,618.0,0
PO000351,S005,P040,2023-01-01,2023-01-06,2023-01-06,128,390.54,0
PO000352,S003,P027,2023-01-01,2023-01-06,2023-01-08,202,942.52,2
PO000353,S013,P017,2023-01-01,2023-01-19,2023-01-19,102,111.8,0
PO000354,S005,P023,2023-01-01,2023-01-08,2023-01-08,271,295.84,0
PO000355,S010,P010,2023-01-01,2023-01-09,2023-01-09,51,460.35,0
PO000356,S012,P005,2023-01-01,2023-01-16,2023-01-16,346,621.06,0
PO000357,S012,P018,2023-01-01,2023-01-20,2023-01-20,218,967.35,0
PO000358,S004,P025,2023-01-01,2023-01-08,2023-01-08,235,569.37,0
PO000359,S006,P026,2023-01-01,2023-01-12,2023-01-22,257,971.11,10
PO000360,S013,P048,2023-01-01,2023-01-17,2023-01-17,250,782.42,0
PO000361,S002,P028,2023-01-01,2023-01-07,2023-01-07,312,618.0,0
PO000362,S008,P019,2023-01-01,2023-01-13,2023-01-13,451,339.38,0
PO000363,S010,P008,2023-01-01,2023-01-11,2023-01-19,117,222.73,8
PO000364,S005,P015,2023-01-01,2023-01-07,2023-01-07,54,612.79,0
PO000365,S002,P032,2023-01-01,2023-01-08,2023-01-08,336,837.3,0
PO000366,S011,P023,2023-01-01,2023-01-18,2023-01-18,165,295.84,0
PO000367,S003,P026,2023-01-01,2023-01-06,2023-01-15,175,971.11,9
PO000368,S002,P046,2023-01-01,2023-01-08,2023-01-11,471,163.61,3
PO000369,S008,P050,2023-01-01,2023-01-12,2023-01-12,436,74.15,0
PO000370,S004,P024,2023-01-01,2023-01-06,2023-01-06,67,346.13,0
PO000371,S012,P040,2023-01-01,2023-01-21,2023-01-21,486,390.54,0
PO000372,S014,P021,2023-01-01,2023-01-18,2023-01-18,393,165.94,0
PO000373,S001,P039,2023-01-01,2023-01-07,2023-01-07,448,782.71,0
PO000374,S006,P027,2023-01-01,2023-01-11,2023-01-11,162,942.52,0
PO000375,S007,P013,2023-01-01,2023-01-12,2023-01-12,319,483.27,0
PO000376,S004,P007,2023-01-01,2023-01-07,2023-01-07,195,840.82,0
PO000377,S009,P002,2023-01-01,2023-01-13,2023-01-20,65,745.39,7
PO000378,S013,P014,2023-01-01,2023-01-16,2023-01-20,348,239.69,4
PO000379,S012,P027,2023-01-01,2023-01-21,2023-01-21,470,942.52,0
PO000380,S003,P017,2023-01-01,2023-01-07,2023-01-07,286,111.8,0
PO000381,S004,P011,2023-01-01,2023-01-06,2023-01-06,89,631.26,0
PO000382,S001,P032,2023-01-01,2023-01-08,2023-01-08,477,837.3,0
PO000383,S002,P030,2023-01-01,2023-01-07,2023-01-07,266,92.97,0
PO000384,S009,P014,2023-01-01,2023-01-09,2023-01-09,70,239.69,0
PO000385,S002,P003,2023-01-01,2023-01-08,2023-01-08,79,198.22,0
PO000386,S005,P042,2023-01-01,2023-01-07,2023-01-07,169,364.35,0
PO000387,S012,P031,2023-01-01,2023-01-19,2023-01-19,190,419.24,0
PO000388,S009,P046,2023-01-01,2023-01-10,2023-01-11,174,163.61,1
PO000389,S005,P012,2023-01-01,2023-01-07,2023-01-07,397,327.54,0
PO000390,S009,P015,2023-01-01,2023-01-10,2023-01-10,162,612.79,0
PO000391,S007,P025,2023-01-01,2023-01-12,2023-01-12,239,569.37,0
PO000392,S007,P003,2023-01-01,2023-01-09,2023-01-09,190,198.22,0
PO000393,S004,P048,2023-01-01,2023-01-08,2023-01-08,225,782.42,0
PO000394,S006,P022,2023-01-01,2023-01-09,2023-01-09,385,82.67,0
PO000395,S005,P037,2023-01-01,2023-01-06,2023-01-06,408,55.25,0
PO000396,S006,P005,2023-01-01,2023-01-12,2023-01-12,313,621.06,0
PO000397,S011,P048,2023-01-01,2023-01-18,2023-01-18,278,782.42,0
PO000398,S002,P012,2023-01-01,2023-01-07,2023-01-07,181,327.54,0
PO000399,S003,P004,2023-01-01,2023-01-07,2023-01-07,211,105.18,0
PO000400,S006,P019,2023-01-01,2023-01-12,2023-01-12,82,339.38,0
PO000401,S005,P021,2023-01-01,2023-01-07,2023-01-07,78,165.94,0
PO000402,S015,P005,2023-01-01,2023-01-18,2023-01-26,382,621.06,8
PO000403,S001,P017,2023-01-01,2023-01-06,2023-01-06,313,111.8,0
PO000404,S009,P041,2023-01-01,2023-01-11,2023-01-11,484,869.95,0
PO000405,S010,P022,2023-01-01,2023-01-13,2023-01-13,166,82.67,0
PO000406,S011,P001,2023-01-01,2023-01-20,2023-01-20,244,405.81,0
PO000407,S011,P025,2023-01-01,2023-01-19,2023-01-19,257,569.37,0
PO000408,S003,P020,2023-01-01,2023-01-07,2023-01-07,56,700.02,0
PO000409,S010,P030,2023-01-01,2023-01-13,2023-01-13,94,92.97,0
PO000410,S013,P026,2023-01-01,2023-01-20,2023-01-20,315,971.11,0
PO000411,S005,P010,2023-01-01,2023-01-07,2023-01-07,373,460.35,0
PO000412,S004,P033,2023-01-01,2023-01-07,2023-01-07,358,316.89,0
PO000413,S007,P048,2023-01-01,2023-01-11,2023-01-12,134,782.42,1
PO000414,S014,P012,2023-01-01,2023-01-19,2023-01-19,148,327.54,0
PO000415,S007,P038,2023-01-01,2023-01-10,2023-01-19,101,721.51,9
PO000416,S005,P042,2023-01-01,2023-01-07,2023-01-07,273,364.35,0
PO000417,S005,P034,2023-01-01,2023-01-06,2023-01-06,324,183.88,0
PO000418,S010,P017,2023-01-01,2023-01-09,2023-01-09,149,111.8,0
PO000419,S007,P014,2023-01-01,2023-01-10,2023-01-12,298,239.69,2
PO000420,S003,P012,2023-01-01,2023-01-06,2023-01-06,281,327.54,0
PO000421,S003,P017,2023-02-01,2023-02-06,2023-02-06,287,111.8,0
PO000422,S007,P022,2023-02-01,2023-02-10,2023-02-10,151,82.67,0
PO000423,S009,P039,2023-02-01,2023-02-13,2023-02-13,131,782.71,0
PO000424,S002,P009,2023-02-01,2023-02-08,2023-02-08,318,339.03,0
PO000425,S011,P019,2023-02-01,2023-02-18,2023-02-18,342,339.38,0
PO000426,S011,P035,2023-02-01,2023-02-19,2023-02-19,293,120.82,0
PO000427,S004,P016,2023-02-01,2023-02-08,2023-02-08,121,627.17,0
PO000428,S002,P017,2023-02-01,2023-02-08,2023-02-13,308,111.8,5
PO000429,S004,P010,2023-02-01,2023-02-08,2023-02-08,429,460.35,0
PO000430,S009,P048,2023-02-01,2023-02-11,2023-02-11,367,782.42,0
PO000431,S005,P038,2023-02-01,2023-02-07,2023-02-07,244,721.51,0
PO000432,S014,P040,2023-02-01,2023-02-21,2023-02-21,212,390.54,0
PO000433,S009,P045,2023-02-01,2023-02-10,2023-02-14,104,892.85,4
PO000434,S006,P015,2023-02-01,2023-02-12,2023-02-12,445,612.79,0
PO000435,S004,P032,2023-02-01,2023-02-07,2023-02-07,88,837.3,0
PO000436,S014,P014,2023-02-01,2023-02-21,2023-03-01,69,239.69,8
PO000437,S015,P015,2023-02-01,2023-02-16,2023-02-16,176,612.79,0
PO000438,S009,P035,2023-02-01,2023-02-11,2023-02-11,412,120.82,0
PO000439,S005,P006,2023-02-01,2023-02-08,2023-02-08,436,69.56,0
PO000440,S015,P012,2023-02-01,2023-02-16,2023-02-25,252,327.54,9
PO000441,S011,P022,2023-02-01,2023-02-20,2023-02-20,437,82.67,0
PO000442,S004,P044,2023-02-01,2023-02-06,2023-02-06,460,743.13,0
PO000443,S015,P003,2023-02-01,2023-02-20,2023-02-20,158,198.22,0
PO000444,S003,P039,2023-02-01,2023-02-07,2023-02-07,357,782.71,0
PO000445,S001,P039,2023-02-01,2023-02-07,2023-02-07,351,782.71,0
PO000446,S008,P029,2023-02-01,2023-02-09,2023-02-12,356,134.07,3
PO000447,S008,P002,2023-02-01,2023-02-12,2023-02-12,175,745.39,0
PO000448,S015,P003,2023-02-01,2023-02-20,2023-02-20,68,198.22,0
PO000449,S007,P030,2023-02-01,2023-02-12,2023-02-12,294,92.97,0
PO000450,S006,P044,2023-02-01,2023-02-12,2023-02-12,232,743.13,0
PO000451,S006,P017,2023-02-01,2023-02-11,2023-02-11,336,111.8,0
PO000452,S009,P029,2023-02-01,2023-02-13,2023-02-13,404,134.07,0
PO000453,S015,P040,2023-02-01,2023-02-20,2023-02-20,239,390.54,0
PO000454,S008,P027,2023-02-01,2023-02-10,2023-02-10,78,942.52,0
PO000455,S015,P041,2023-02-01,2023-02-20,2023-02-25,277,869.95,5
PO000456,S003,P044,2023-02-01,2023-02-08,2023-02-08,239,743.13,0
PO000457,S005,P026,2023-02-01,2023-02-06,2023-02-06,253,971.11,0
PO000458,S001,P028,2023-02-01,2023-02-08,2023-02-08,180,618.0,0
PO000459,S003,P031,2023-02-01,2023-02-07,2023-02-07,192,419.24,0
PO000460,S008,P024,2023-02-01,2023-02-12,2023-02-12,259,346.13,0
PO000461,S015,P050,2023-02-01,2023-02-16,2023-02-16,456,74.15,0
PO000462,S014,P004,2023-02-01,2023-02-19,2023-02-19,352,105.18,0
PO000463,S002,P046,2023-02-01,2023-02-07,2023-02-07,305,163.61,0
PO000464,S012,P013,2023-02-01,2023-02-21,2023-03-03,285,483.27,10
PO000465,S013,P013,2023-02-01,2023-02-21,2023-02-21,231,483.27,0
PO000466,S012,P045,2023-02-01,2023-02-18,2023-02-18,404,892.85,0
PO000467,S008,P036,2023-02-01,2023-02-11,2023-02-11,242,783.63,0
PO000468,S001,P002,2023-02-01,2023-02-06,2023-02-06,296,745.39,0
PO000469,S002,P043,2023-02-01,2023-02-07,2023-02-07,327,345.43,0
PO000470,S007,P047,2023-02-01,2023-02-12,2023-02-12,332,772.75,0
PO000471,S009,P005,2023-02-01,2023-02-09,2023-02-09,59,621.06,0
PO000472,S013,P030,2023-02-01,2023-02-19,2023-02-19,360,92.97,0
PO000473,S005,P035,2023-02-01,2023-02-07,2023-02-07,167,120.82,0
PO000474,S014,P005,2023-02-01,2023-02-18,2023-02-18,109,621.06,0
PO000475,S005,P015,2023-02-01,2023-02-07,2023-02-07,170,612.79,0
PO000476,S014,P028,2023-02-01,2023-02-20,2023-02-20,443,618.0,0
PO000477,S003,P038,2023-02-01,2023-02-07,2023-02-07,94,721.51,0
PO000478,S008,P029,2023-02-01,2023-02-10,2023-02-10,118,134.07,0
PO000479,S010,P040,2023-02-01,2023-02-12,2023-02-12,296,390.54,0
PO000480,S008,P044,2023-02-01,2023-02-13,2023-02-13,171,743.13,0
PO000481,S003,P016,2023-02-01,2023-02-08,2023-02-08,91,627.17,0
PO000482,S008,P008,2023-02-01,2023-02-09,2023-02-18,215,222.73,9
PO000483,S003,P006,2023-02-01,2023-02-07,2023-02-07,313,69.56,0
PO000484,S009,P025,2023-02-01,2023-02-11,2023-02-11,280,569.37,0
PO000485,S009,P017,2023-02-01,2023-02-09,2023-02-09,456,111.8,0
PO000486,S004,P004,2023-02-01,2023-02-06,2023-02-06,450,105.18,0
PO000487,S004,P011,2023-02-01,2023-02-08,2023-02-08,394,631.26,0
PO000488,S013,P032,2023-02-01,2023-02-20,2023-02-20,440,837.3,0
PO000489,S004,P026,2023-02-01,2023-02-06,2023-02-06,352,971.11,0
PO000490,S003,P027,2023-02-01,2023-02-08,2023-02-08,62,942.52,0
PO000491,S011,P043,2023-02-01,2023-02-17,2023-02-17,339,345.43,0
PO000492,S007,P044,2023-02-01,2023-02-12,2023-02-21,198,743.13,9
PO000493,S013,P046,2023-02-01,2023-02-16,2023-02-16,334,163.61,0
PO000494,S014,P007,2023-02-01,2023-02-17,2023-02-17,171,840.82,0
PO000495,S002,P046,2023-02-01,2023-02-06,2023-02-06,332,163.61,0
PO000496,S012,P013,2023-02-01,2023-02-18,2023-02-18,416,483.27,0
PO000497,S012,P004,2023-02-01,2023-02-21,2023-02-21,351,105.18,0
PO000498,S011,P020,2023-02-01,2023-02-18,2023-02-18,223,700.02,0
PO000499,S009,P022,2023-02-01,2023-02-11,2023-02-11,125,82.67,0
PO000500,S005,P025,2023-02-01,2023-02-08,2023-02-08,198,569.37,0
PO000501,S004,P045,2023-02-01,2023-02-06,2023-02-06,398,892.85,0
PO000502,S015,P039,2023-02-01,2023-02-17,2023-02-17,334,782.71,0
PO000503,S014,P009,2023-02-01,2023-02-17,2023-02-17,406,339.03,0
PO000504,S014,P038,2023-02-01,2023-02-19,2023-02-26,161,721.51,7
PO000505,S004,P027,2023-02-01,2023-02-08,2023-02-08,183,942.52,0
PO000506,S013,P045,2023-02-01,2023-02-18,2023-02-18,277,892.85,0
PO000507,S013,P049,2023-02-01,2023-02-17,2023-02-17,69,546.6,0
PO000508,S006,P024,2023-02-01,2023-02-11,2023-02-16,341,346.13,5
PO000509,S012,P003,2023-02-01,2023-02-18,2023-02-18,460,198.22,0
PO000510,S006,P040,2023-02-01,2023-02-13,2023-02-13,446,390.54,0
PO000511,S011,P021,2023-02-01,2023-02-19,2023-02-19,354,165.94,0
PO000512,S008,P007,2023-02-01,2023-02-09,2023-02-09,147,840.82,0
PO000513,S001,P034,2023-02-01,2023-02-06,2023-02-06,67,183.88,0
PO000514,S005,P023,2023-02-01,2023-02-06,2023-02-06,420,295.84,0
PO000515,S005,P014,2023-02-01,2023-02-07,2023-02-07,321,239.69,0
PO000516,S008,P026,2023-02-01,2023-02-10,2023-02-10,71,971.11,0
PO000517,S011,P027,2023-02-01,2023-02-19,2023-02-19,455,942.52,0
PO000518,S013,P029,2023-02-01,2023-02-21,2023-02-24,191,134.07,3
PO000519,S005,P017,2023-02-01,2023-02-07,2023-02-07,245,111.8,0
PO000520,S012,P005,2023-02-01,2023-02-16,2023-02-16,216,621.06,0
PO000521,S007,P005,2023-02-01,2023-02-10,2023-02-10,124,621.06,0
PO000522,S012,P011,2023-02-01,2023-02-21,2023-02-21,121,631.26,0
PO000523,S015,P039,2023-02-01,2023-02-19,2023-02-19,225,782.71,0
PO000524,S013,P011,2023-02-01,2023-02-19,2023-02-19,132,631.26,0
PO000525,S003,P005,2023-02-01,2023-02-07,2023-02-07,359,621.06,0
PO000526,S015,P027,2023-02-01,2023-02-16,2023-02-16,379,942.52,0
PO000527,S010,P013,2023-02-01,2023-02-12,2023-02-12,281,483.27,0
PO000528,S014,P012,2023-02-01,2023-02-19,2023-02-19,307,327.54,0
PO000529,S006,P034,2023-02-01,2023-02-12,2023-02-12,373,183.88,0
PO000530,S014,P037,2023-02-01,2023-02-21,2023-02-21,427,55.25,0
PO000531,S014,P005,2023-02-01,2023-02-20,2023-02-26,141,621.06,6
PO000532,S015,P049,2023-02-01,2023-02-18,2023-02-21,241,546.6,3
PO000533,S001,P016,2023-02-01,2023-02-08,2023-02-08,116,627.17,0
PO000534,S009,P011,2023-02-01,2023-02-12,2023-02-20,358,631.26,8
PO000535,S012,P035,2023-02-01,2023-02-18,2023-02-18,254,120.82,0
PO000536,S010,P015,2023-02-01,2023-02-10,2023-02-10,387,612.79,0
PO000537,S009,P050,2023-02-01,2023-02-12,2023-02-12,420,74.15,0
PO000538,S007,P005,2023-02-01,2023-02-11,2023-02-11,433,621.06,0
PO000539,S010,P013,2023-02-01,2023-02-13,2023-02-13,418,483.27,0
PO000540,S011,P029,2023-02-01,2023-02-19,2023-02-19,183,134.07,0
PO000541,S008,P008,2023-02-01,2023-02-11,2023-02-11,213,222.73,0
PO000542,S004,P038,2023-02-01,2023-02-06,2023-02-06,434,721.51,0
PO000543,S011,P023,2023-02-01,2023-02-16,2023-02-21,190,295.84,5
PO000544,S003,P048,2023-02-01,2023-02-07,2023-02-07,123,782.42,0
PO000545,S005,P006,2023-02-01,2023-02-08,2023-02-08,477,69.56,0
PO000546,S006,P008,2023-02-01,2023-02-11,2023-02-11,194,222.73,0
PO000547,S002,P032,2023-02-01,2023-02-06,2023-02-06,149,837.3,0
PO000548,S007,P025,2023-02-01,2023-02-10,2023-02-15,75,569.37,5
PO000549,S014,P001,2023-02-01,2023-02-17,2023-02-17,429,405.81,0
PO000550,S011,P016,2023-02-01,2023-02-18,2023-02-18,188,627.17,0
PO000551,S015,P038,2023-02-01,2023-02-19,2023-02-19,464,721.51,0
PO000552,S013,P035,2023-02-01,2023-02-20,2023-02-20,312,120.82,0
PO000553,S015,P040,2023-02-01,2023-02-16,2023-02-16,360,390.54,0
PO000554,S002,P017,2023-02-01,2023-02-06,2023-02-08,106,111.8,2
PO000555,S006,P049,2023-02-01,2023-02-11,2023-02-13,186,546.6,2
PO000556,S009,P026,2023-02-01,2023-02-09,2023-02-09,464,971.11,0
PO000557,S011,P032,2023-02-01,2023-02-21,2023-02-21,144,837.3,0
PO000558,S005,P039,2023-02-01,2023-02-06,2023-02-06,264,782.71,0
PO000559,S001,P027,2023-02-01,2023-02-07,2023-02-07,105,942.52,0
PO000560,S008,P039,2023-02-01,2023-02-13,2023-02-14,199,782.71,1
PO000561,S001,P010,2023-02-01,2023-02-07,2023-02-07,291,460.35,0
PO000562,S004,P018,2023-02-01,2023-02-06,2023-02-06,423,967.35,0
PO000563,S012,P038,2023-02-01,2023-02-17,2023-02-17,345,721.51,0
PO000564,S014,P022,2023-02-01,2023-02-18,2023-02-26,318,82.67,8
PO000565,S001,P018,2023-02-01,2023-02-06,2023-02-06,495,967.35,0
PO000566,S003,P017,2023-02-01,2023-02-07,2023-02-07,489,111.8,0
PO000567,S007,P037,2023-02-01,2023-02-13,2023-02-13,424,55.25,0
PO000568,S003,P009,2023-02-01,2023-02-08,2023-02-08,415,339.03,0
PO000569,S008,P044,2023-02-01,2023-02-11,2023-02-11,321,743.13,0
PO000570,S006,P006,2023-02-01,2023-02-10,2023-02-10,247,69.56,0
PO000571,S009,P003,2023-02-01,2023-02-09,2023-02-13,163,198.22,4
PO000572,S015,P013,2023-02-01,2023-02-20,2023-02-20,383,483.27,0
PO000573,S015,P042,2023-02-01,2023-02-20,2023-02-20,444,364.35,0
PO000574,S011,P015,2023-02-01,2023-02-16,2023-02-16,218,612.79,0
PO000575,S014,P024,2023-02-01,2023-02-19,2023-02-19,237,346.13,0
PO000576,S008,P022,2023-02-01,2023-02-12,2023-02-12,169,82.67,0
PO000577,S002,P010,2023-02-01,2023-02-06,2023-02-06,492,460.35,0
PO000578,S003,P044,2023-02-01,2023-02-08,2023-02-08,299,743.13,0
PO000579,S015,P047,2023-02-01,2023-02-18,2023-02-18,462,772.75,0
PO000580,S003,P038,2023-02-01,2023-02-07,2023-02-07,359,721.51,0
PO000581,S001,P024,2023-02-01,2023-02-08,2023-02-08,67,346.13,0
PO000582,S010,P017,2023-02-01,2023-02-12,2023-02-12,67,111.8,0
PO000583,S003,P040,2023-02-01,2023-02-08,2023-02-08,288,390.54,0
PO000584,S004,P007,2023-02-01,2023-02-07,2023-02-07,474,840.82,0
PO000585,S005,P029,2023-02-01,2023-02-07,2023-02-07,206,134.07,0
PO000586,S006,P020,2023-02-01,2023-02-13,2023-02-13,174,700.02,0
PO000587,S013,P043,2023-02-01,2023-02-16,2023-02-23,463,345.43,7
PO000588,S002,P041,2023-02-01,2023-02-08,2023-02-08,287,869.95,0
PO000589,S011,P004,2023-02-01,2023-02-19,2023-02-19,70,105.18,0
PO000590,S006,P022,2023-02-01,2023-02-12,2023-02-12,178,82.67,0
PO000591,S012,P001,2023-02-01,2023-02-21,2023-02-27,260,405.81,6
PO000592,S003,P019,2023-02-01,2023-02-08,2023-02-08,397,339.38,0
PO000593,S007,P029,2023-02-01,2023-02-10,2023-02-10,472,134.07,0
PO000594,S012,P002,2023-02-01,2023-02-21,2023-02-21,270,745.39,0
PO000595,S010,P045,2023-02-01,2023-02-13,2023-02-13,477,892.85,0
PO000596,S004,P033,2023-02-01,2023-02-08,2023-02-08,194,316.89,0
PO000597,S010,P041,2023-02-01,2023-02-13,2023-02-14,472,869.95,1
PO000598,S013,P043,2023-02-01,2023-02-20,2023-02-20,391,345.43,0
PO000599,S008,P026,2023-02-01,2023-02-11,2023-02-11,495,971.11,0
PO000600,S007,P023,2023-02-01,2023-02-13,2023-02-19,142,295.84,6
PO000601,S013,P019,2023-02-01,2023-02-16,2023-02-16,142,339.38,0
PO000602,S007,P007,2023-02-01,2023-02-11,2023-02-11,410,840.82,0
PO000603,S003,P038,2023-02-01,2023-02-07,2023-02-07,444,721.51,0
PO000604,S012,P034,2023-02-01,2023-02-18,2023-02-18,328,183.88,0
PO000605,S008,P038,2023-02-01,2023-02-10,2023-02-10,409,721.51,0
PO000606,S012,P015,2023-02-01,2023-02-16,2023-02-18,188,612.79,2
PO000607,S015,P015,2023-02-01,2023-02-16,2023-02-22,365,612.79,6
PO000608,S008,P018,2023-02-01,2023-02-12,2023-02-12,230,967.35,0
PO000609,S007,P011,2023-02-01,2023-02-11,2023-02-11,418,631.26,0
PO000610,S011,P017,2023-02-01,2023-02-16,2023-02-16,74,111.8,0
PO000611,S010,P039,2023-02-01,2023-02-13,2023-02-19,389,782.71,6
PO000612,S005,P014,2023-02-01,2023-02-08,2023-02-08,312,239.69,0
PO000613,S001,P010,2023-02-01,2023-02-08,2023-02-08,496,460.35,0
PO000614,S003,P014,2023-02-01,2023-02-06,2023-02-06,261,239.69,0
PO000615,S001,P036,2023-02-01,2023-02-07,2023-02-07,218,783.63,0
PO000616,S005,P032,2023-02-01,2023-02-07,2023-02-07,454,837.3,0
PO000617,S011,P021,2023-02-01,2023-02-17,2023-02-17,98,165.94,0
PO000618,S014,P019,2023-02-01,2023-02-19,2023-02-19,94,339.38,0
PO000619,S008,P040,2023-02-01,2023-02-13,2023-02-13,396,390.54,0
PO000620,S006,P014,2023-02-01,2023-02-13,2023-02-13,160,239.69,0
PO000621,S001,P007,2023-02-01,2023-02-06,2023-02-06,381,840.82,0
PO000622,S002,P008,2023-02-01,2023-02-06,2023-02-06,344,222.73,0
PO000623,S014,P011,2023-02-01,2023-02-21,2023-02-21,193,631.26,0
PO000624,S015,P046,2023-02-01,2023-02-21,2023-02-21,399,163.61,0
PO000625,S001,P017,2023-02-01,2023-02-06,2023-02-06,187,111.8,0
PO000626,S010,P041,2023-02-01,2023-02-09,2023-02-09,208,869.95,0
PO000627,S002,P029,2023-02-01,2023-02-06,2023-02-06,66,134.07,0
PO000628,S012,P005,2023-02-01,2023-02-19,2023-02-19,250,621.06,0
PO000629,S012,P041,2023-02-01,2023-02-21,2023-02-24,395,869.95,3
PO000630,S003,P010,2023-02-01,2023-02-08,2023-02-08,57,460.35,0
PO000631,S013,P040,2023-02-01,2023-02-18,2023-02-18,140,390.54,0
PO000632,S009,P004,2023-02-01,2023-02-12,2023-02-12,286,105.18,0
PO000633,S003,P028,2023-02-01,2023-02-06,2023-02-06,155,618.0,0
PO000634,S015,P037,2023-02-01,2023-02-21,2023-02-21,120,55.25,0
PO000635,S013,P008,2023-02-01,2023-02-20,2023-02-20,136,222.73,0
PO000636,S010,P038,2023-02-01,2023-02-10,2023-02-14,175,721.51,4
PO000637,S014,P012,2023-02-01,2023-02-16,2023-02-16,75,327.54,0
PO000638,S005,P003,2023-02-01,2023-02-08,2023-02-08,425,198.22,0
PO000639,S003,P024,2023-02-01,2023-02-06,2023-02-14,330,346.13,8
PO000640,S012,P025,2023-02-01,2023-02-17,2023-02-17,354,569.37,0
PO000641,S010,P044,2023-02-01,2023-02-12,2023-02-15,177,743.13,3
PO000642,S003,P039,2023-02-01,2023-02-08,2023-02-08,102,782.71,0
PO000643,S013,P028,2023-02-01,2023-02-20,2023-02-20,101,618.0,0
PO000644,S006,P025,2023-02-01,2023-02-11,2023-02-11,129,569.37,0
PO000645,S013,P010,2023-02-01,2023-02-21,2023-02-21,410,460.35,0
PO000646,S001,P022,2023-02-01,2023-02-08,2023-02-08,391,82.67,0
PO000647,S014,P039,2023-02-01,2023-02-16,2023-02-16,451,782.71,0
PO000648,S003,P034,2023-02-01,2023-02-06,2023-02-06,404,183.88,0
PO000649,S007,P019,2023-02-01,2023-02-11,2023-02-11,314,339.38,0
PO000650,S011,P004,2023-02-01,2023-02-16,2023-02-16,380,105.18,0
PO000651,S011,P005,2023-02-01,2023-02-20,2023-02-28,75,621.06,8
PO000652,S009,P016,2023-02-01,2023-02-12,2023-02-12,106,627.17,0
PO000653,S012,P002,2023-02-01,2023-02-19,2023-02-19,348,745.39,0
PO000654,S013,P025,2023-02-01,2023-02-18,2023-02-18,159,569.37,0
PO000655,S009,P002,2023-02-01,2023-02-10,2023-02-10,59,745.39,0
PO000656,S006,P039,2023-02-01,2023-02-13,2023-02-13,186,782.71,0
PO000657,S013,P020,2023-02-01,2023-02-21,2023-02-21,207,700.02,0
PO000658,S009,P042,2023-02-01,2023-02-11,2023-02-11,438,364.35,0
PO000659,S014,P015,2023-02-01,2023-02-20,2023-02-20,91,612.79,0
PO000660,S014,P033,2023-02-01,2023-02-19,2023-02-19,473,316.89,0
PO000661,S012,P021,2023-02-01,2023-02-17,2023-02-17,157,165.94,0
PO000662,S001,P028,2023-02-01,2023-02-08,2023-02-08,458,618.0,0
PO000663,S010,P029,2023-02-01,2023-02-09,2023-02-09,88,134.07,0
PO000664,S013,P046,2023-02-01,2023-02-18,2023-02-18,295,163.61,0
PO000665,S004,P045,2023-02-01,2023-02-07,2023-02-07,294,892.85,0
PO000666,S007,P038,2023-02-01,2023-02-10,2023-02-10,235,721.51,0
PO000667,S002,P047,2023-02-01,2023-02-06,2023-02-06,94,772.75,0
PO000668,S009,P041,2023-02-01,2023-02-09,2023-02-09,418,869.95,0
PO000669,S013,P049,2023-02-01,2023-02-19,2023-02-19,123,546.6,0
PO000670,S006,P028,2023-02-01,2023-02-12,2023-02-12,500,618.0,0
PO000671,S012,P037,2023-02-01,2023-02-20,2023-02-20,333,55.25,0
PO000672,S008,P044,2023-02-01,2023-02-12,2023-02-12,213,743.13,0
PO000673,S007,P030,2023-02-01,2023-02-09,2023-02-09,240,92.97,0
PO000674,S003,P018,2023-02-01,2023-02-08,2023-02-08,126,967.35,0
PO000675,S003,P047,2023-02-01,2023-02-06,2023-02-06,263,772.75,0
PO000676,S013,P045,2023-02-01,2023-02-21,2023-02-24,435,892.85,3
PO000677,S012,P040,2023-02-01,2023-02-20,2023-02-20,423,390.54,0
PO000678,S015,P032,2023-02-01,2023-02-17,2023-02-17,119,837.3,0
PO000679,S007,P021,2023-02-01,2023-02-10,2023-02-10,219,165.94,0
PO000680,S006,P046,2023-02-01,2023-02-09,2023-02-09,262,163.61,0
PO000681,S005,P022,2023-02-01,2023-02-07,2023-02-07,162,82.67,0
PO000682,S013,P039,2023-02-01,2023-02-20,2023-02-20,411,782.71,0
PO000683,S015,P032,2023-02-01,2023-02-16,2023-02-16,468,837.3,0
PO000684,S003,P019,2023-02-01,2023-02-06,2023-02-06,174,339.38,0
